C,kernel,degree
1,linear,-1,0.010833333333333335,0.023333333333333327
1,rbf,-1,0.01472222222222224,0.021111111111111105
10,poly,2,0.018611111111111134,0.017777777777777774
1,linear,-1,0.01444444444444446,0.019999999999999997
1,rbf,-1,0.017222222222222246,0.022222222222222216
1,rbf,-1,0.015277777777777809,0.018888888888888886
1,linear,-1,0.013888888888888899,0.017777777777777774
1,rbf,-1,0.014444444444444456,0.023333333333333327
1,linear,-1,0.013611111111111122,0.023333333333333327
1,linear,-1,0.013055555555555569,0.021111111111111105
1,linear,-1,0.01222222222222223,0.016666666666666663
1,poly,3,0.017222222222222246,0.022222222222222216
1,rbf,-1,0.013888888888888905,0.02666666666666666
1,linear,-1,0.013333333333333338,0.019999999999999997
10,rbf,-1,0.020833333333333367,0.02666666666666666
0.1,poly,2,0.01583333333333335,0.02555555555555555
0.1,poly,2,0.015000000000000024,0.02444444444444444
0.1,poly,2,0.015000000000000013,0.018888888888888886
10,linear,-1,0.02083333333333336,0.028888888888888884
0.1,poly,2,0.01694444444444446,0.02666666666666666
1,linear,-1,0.012500000000000004,0.022222222222222216
1,linear,-1,0.0125,0.019999999999999997
1,rbf,-1,0.015555555555555578,0.02555555555555555
1,linear,-1,0.01472222222222224,0.019999999999999997
1,rbf,-1,0.016388888888888908,0.016666666666666663
1,linear,-1,0.014444444444444456,0.023333333333333327
1,linear,-1,0.011666666666666678,0.02555555555555555
1,rbf,-1,0.015555555555555581,0.017777777777777774
1,linear,-1,0.013055555555555565,0.016666666666666663
1,rbf,-1,0.01555555555555557,0.016666666666666663
10,linear,-1,0.023055555555555583,0.017777777777777774
1,linear,-1,0.013055555555555562,0.02444444444444444
1,rbf,-1,0.016666666666666684,0.019999999999999997
1,linear,-1,0.013333333333333341,0.017777777777777774
1,linear,-1,0.011388888888888886,0.023333333333333327
10,rbf,-1,0.02166666666666668,0.02666666666666666
1,linear,-1,0.013611111111111133,0.02555555555555555
0.1,poly,3,0.018888888888888917,0.02444444444444444
1,linear,-1,0.014166666666666683,0.014444444444444442
1,poly,2,0.02000000000000003,0.023333333333333327
1,linear,-1,0.014166666666666671,0.022222222222222216
1,linear,-1,0.013888888888888902,0.018888888888888886
1,linear,-1,0.013055555555555565,0.023333333333333327
1,rbf,-1,0.016944444444444467,0.011111111111111108
1,poly,2,0.020555555555555584,0.022222222222222216
1,rbf,-1,0.015277777777777786,0.027777777777777773
1,rbf,-1,0.016666666666666677,0.021111111111111105
1,linear,-1,0.0125,0.022222222222222216
1,linear,-1,0.01333333333333333,0.023333333333333327
1,linear,-1,0.014722222222222225,0.021111111111111105
